ts,train_id,fouling_index_true,polytropic_eff_true,specific_energy_kwh_per_t_true,health_index_true,rul_hours_to_next_wash_true
2024-05-20 07:00:00,CGC-100A,0.26319,0.75455,100.056,0.5613,2198.0
2024-05-20 08:00:00,CGC-100A,0.26344,0.75385,100.316,0.5609,2197.0
2024-05-20 09:00:00,CGC-100A,0.26367,0.75506,99.352,0.5605,2196.0
2024-05-20 10:00:00,CGC-100A,0.26391,0.75137,100.038,0.5601,2195.0
2024-05-20 11:00:00,CGC-100A,0.26413,0.75607,99.662,0.5598,2194.0
2024-05-20 12:00:00,CGC-100A,0.26434,0.75332,100.381,0.5594,2193.0
2024-05-20 13:00:00,CGC-100A,0.26455,0.75665,99.206,0.5591,2192.0
2024-05-20 14:00:00,CGC-100A,0.26474,0.75757,100.766,0.5588,2191.0
2024-05-20 15:00:00,CGC-100A,0.26494,0.75604,101.238,0.5584,2190.0
2024-05-20 16:00:00,CGC-100A,0.26513,0.7546,100.77,0.5581,2189.0
2024-05-20 17:00:00,CGC-100A,0.26533,0.75237,100.385,0.5578,2188.0
2024-05-20 18:00:00,CGC-100A,0.26553,0.75284,100.37,0.5575,2187.0
2024-05-20 19:00:00,CGC-100A,0.26572,0.7572,98.532,0.5571,2186.0
2024-05-20 20:00:00,CGC-100A,0.26591,0.75841,100.88,0.5568,2185.0
2024-05-20 21:00:00,CGC-100A,0.2661,0.75433,99.769,0.5565,2184.0
2024-05-20 22:00:00,CGC-100A,0.2663,0.75344,98.535,0.5562,2183.0
2024-05-20 23:00:00,CGC-100A,0.26649,0.75462,100.016,0.5559,2182.0
2024-05-21 00:00:00,CGC-100A,0.26669,0.76024,98.522,0.5555,2181.0
2024-05-21 01:00:00,CGC-100A,0.26689,0.75446,99.558,0.5552,2180.0
2024-05-21 02:00:00,CGC-100A,0.26711,0.75718,98.772,0.5548,2179.0
2024-05-21 03:00:00,CGC-100A,0.26734,0.76029,99.863,0.5544,2178.0
2024-05-21 04:00:00,CGC-100A,0.26756,0.76099,100.019,0.5541,2177.0
2024-05-21 05:00:00,CGC-100A,0.26779,0.7532,100.812,0.5537,2176.0
2024-05-21 06:00:00,CGC-100A,0.268,0.75195,100.214,0.5533,2175.0
2024-05-21 07:00:00,CGC-100A,0.26821,0.75446,100.461,0.553,2174.0
2024-05-21 08:00:00,CGC-100A,0.2684,0.7581,99.962,0.5527,2173.0
2024-05-21 09:00:00,CGC-100A,0.26861,0.7519,99.805,0.5523,2172.0
2024-05-21 10:00:00,CGC-100A,0.2688,0.75137,100.879,0.552,2171.0
2024-05-21 11:00:00,CGC-100A,0.26901,0.75562,100.348,0.5517,2170.0
2024-05-21 12:00:00,CGC-100A,0.26922,0.75255,100.814,0.5513,2169.0
2024-05-21 13:00:00,CGC-100A,0.26941,0.75753,100.428,0.551,2168.0
2024-05-21 14:00:00,CGC-100A,0.26963,0.75332,100.523,0.5506,2167.0
2024-05-21 15:00:00,CGC-100A,0.26984,0.75325,101.369,0.5503,2166.0
2024-05-21 16:00:00,CGC-100A,0.27005,0.7545,100.275,0.5499,2165.0
2024-05-21 17:00:00,CGC-100A,0.27026,0.75408,99.688,0.5496,2164.0
2024-05-21 18:00:00,CGC-100A,0.27046,0.75072,99.932,0.5492,2163.0
2024-05-21 19:00:00,CGC-100A,0.27067,0.75106,99.578,0.5489,2162.0
2024-05-21 20:00:00,CGC-100A,0.27088,0.75947,100.451,0.5485,2161.0
2024-05-21 21:00:00,CGC-100A,0.27108,0.75039,100.789,0.5482,2160.0
2024-05-21 22:00:00,CGC-100A,0.27129,0.7579,101.153,0.5479,2159.0
2024-05-21 23:00:00,CGC-100A,0.2715,0.75683,101.711,0.5475,2158.0
2024-05-22 00:00:00,CGC-100A,0.27173,0.75484,101.357,0.5471,2157.0
2024-05-22 01:00:00,CGC-100A,0.27195,0.75617,101.079,0.5467,2156.0
2024-05-22 02:00:00,CGC-100A,0.27217,0.75732,101.416,0.5464,2155.0
2024-05-22 03:00:00,CGC-100A,0.27238,0.75497,101.143,0.546,2154.0
2024-05-22 04:00:00,CGC-100A,0.2726,0.75906,101.97,0.5457,2153.0
2024-05-22 05:00:00,CGC-100A,0.27281,0.75427,101.163,0.5453,2152.0
2024-05-22 06:00:00,CGC-100A,0.27302,0.75473,101.3,0.545,2151.0
2024-05-22 07:00:00,CGC-100A,0.27325,0.75687,101.769,0.5446,2150.0
2024-05-22 08:00:00,CGC-100A,0.27346,0.75122,100.987,0.5442,2149.0
2024-05-22 09:00:00,CGC-100A,0.27367,0.75842,100.443,0.5439,2148.0
2024-05-22 10:00:00,CGC-100A,0.27388,0.75507,100.5,0.5435,2147.0
2024-05-22 11:00:00,CGC-100A,0.27408,0.75193,100.09,0.5432,2146.0
2024-05-22 12:00:00,CGC-100A,0.27429,0.75345,100.572,0.5429,2145.0
2024-05-22 13:00:00,CGC-100A,0.27449,0.75937,99.956,0.5425,2144.0
2024-05-22 14:00:00,CGC-100A,0.2747,0.75335,100.067,0.5422,2143.0
2024-05-22 15:00:00,CGC-100A,0.27491,0.75161,100.001,0.5418,2142.0
2024-05-22 16:00:00,CGC-100A,0.27512,0.75223,101.149,0.5415,2141.0
2024-05-22 17:00:00,CGC-100A,0.27534,0.75398,101.336,0.5411,2140.0
2024-05-22 18:00:00,CGC-100A,0.27555,0.75384,100.739,0.5408,2139.0
2024-05-22 19:00:00,CGC-100A,0.27576,0.75086,101.282,0.5404,2138.0
2024-05-22 20:00:00,CGC-100A,0.27596,0.75321,100.597,0.5401,2137.0
2024-05-22 21:00:00,CGC-100A,0.27617,0.75368,100.402,0.5397,2136.0
2024-05-22 22:00:00,CGC-100A,0.27636,0.75203,99.763,0.5394,2135.0
2024-05-22 23:00:00,CGC-100A,0.27656,0.75265,99.777,0.5391,2134.0
2024-05-23 00:00:00,CGC-100A,0.27676,0.75347,99.933,0.5387,2133.0
2024-05-23 01:00:00,CGC-100A,0.27697,0.75317,98.919,0.5384,2132.0
2024-05-23 02:00:00,CGC-100A,0.27718,0.75019,98.457,0.538,2131.0
2024-05-23 03:00:00,CGC-100A,0.27739,0.75889,99.481,0.5377,2130.0
2024-05-23 04:00:00,CGC-100A,0.2776,0.75782,100.23,0.5373,2129.0
2024-05-23 05:00:00,CGC-100A,0.27781,0.75585,101.727,0.537,2128.0
2024-05-23 06:00:00,CGC-100A,0.27801,0.75578,100.813,0.5366,2127.0
2024-05-23 07:00:00,CGC-100A,0.27823,0.75451,101.567,0.5363,2126.0
2024-05-23 08:00:00,CGC-100A,0.27845,0.75275,101.747,0.5359,2125.0
2024-05-23 09:00:00,CGC-100A,0.27866,0.75387,102.413,0.5356,2124.0
2024-05-23 10:00:00,CGC-100A,0.27887,0.7509,101.87,0.5352,2123.0
2024-05-23 11:00:00,CGC-100A,0.27908,0.75448,101.724,0.5349,2122.0
2024-05-23 12:00:00,CGC-100A,0.2793,0.75421,100.917,0.5345,2121.0
2024-05-23 13:00:00,CGC-100A,0.27951,0.74788,101.321,0.5342,2120.0
2024-05-23 14:00:00,CGC-100A,0.27972,0.75482,100.385,0.5338,2119.0
2024-05-23 15:00:00,CGC-100A,0.27992,0.75621,100.732,0.5335,2118.0
2024-05-23 16:00:00,CGC-100A,0.28013,0.74763,100.359,0.5331,2117.0
2024-05-23 17:00:00,CGC-100A,0.28035,0.75237,100.255,0.5327,2116.0
2024-05-23 18:00:00,CGC-100A,0.28057,0.75176,100.884,0.5324,2115.0
2024-05-23 19:00:00,CGC-100A,0.2808,0.74915,100.954,0.532,2114.0
2024-05-23 20:00:00,CGC-100A,0.28102,0.74806,100.337,0.5316,2113.0
2024-05-23 21:00:00,CGC-100A,0.28124,0.75693,101.296,0.5313,2112.0
2024-05-23 22:00:00,CGC-100A,0.28146,0.74981,100.322,0.5309,2111.0
2024-05-23 23:00:00,CGC-100A,0.28168,0.74921,101.233,0.5305,2110.0
2024-05-24 00:00:00,CGC-100A,0.28189,0.75157,101.127,0.5302,2109.0
2024-05-24 01:00:00,CGC-100A,0.2821,0.75271,100.687,0.5298,2108.0
2024-05-24 02:00:00,CGC-100A,0.28232,0.75627,100.841,0.5295,2107.0
2024-05-24 03:00:00,CGC-100A,0.28251,0.75362,100.743,0.5291,2106.0
2024-05-24 04:00:00,CGC-100A,0.28272,0.74992,100.694,0.5288,2105.0
2024-05-24 05:00:00,CGC-100A,0.28291,0.75801,98.475,0.5285,2104.0
2024-05-24 06:00:00,CGC-100A,0.2831,0.75387,99.633,0.5282,2103.0
2024-05-24 07:00:00,CGC-100A,0.2833,0.75429,100.34,0.5278,2102.0
2024-05-24 08:00:00,CGC-100A,0.2835,0.75564,99.205,0.5275,2101.0
2024-05-24 09:00:00,CGC-100A,0.28371,0.757,99.636,0.5272,2100.0
2024-05-24 10:00:00,CGC-100A,0.28391,0.7498,99.709,0.5268,2099.0
2024-05-24 11:00:00,CGC-100A,0.28413,0.75428,101.084,0.5265,2098.0
2024-05-24 12:00:00,CGC-100A,0.28434,0.75123,100.52,0.5261,2097.0
2024-05-24 13:00:00,CGC-100A,0.28456,0.75127,100.18,0.5257,2096.0
2024-05-24 14:00:00,CGC-100A,0.28477,0.7491,100.856,0.5254,2095.0
2024-05-24 15:00:00,CGC-100A,0.28496,0.75264,100.318,0.5251,2094.0
2024-05-24 16:00:00,CGC-100A,0.28516,0.75087,100.438,0.5247,2093.0
2024-05-24 17:00:00,CGC-100A,0.28536,0.74916,100.54,0.5244,2092.0
2024-05-24 18:00:00,CGC-100A,0.28554,0.75734,101.113,0.5241,2091.0
2024-05-24 19:00:00,CGC-100A,0.28572,0.74878,100.201,0.5238,2090.0
2024-05-24 20:00:00,CGC-100A,0.28591,0.7549,99.931,0.5235,2089.0
2024-05-24 21:00:00,CGC-100A,0.2861,0.7523,100.502,0.5232,2088.0
2024-05-24 22:00:00,CGC-100A,0.28629,0.75215,99.887,0.5229,2087.0
2024-05-24 23:00:00,CGC-100A,0.28648,0.74863,100.634,0.5225,2086.0
2024-05-25 00:00:00,CGC-100A,0.28667,0.75185,100.4,0.5222,2085.0
2024-05-25 01:00:00,CGC-100A,0.28688,0.74862,101.695,0.5219,2084.0
2024-05-25 02:00:00,CGC-100A,0.28707,0.75146,100.18,0.5215,2083.0
2024-05-25 03:00:00,CGC-100A,0.28727,0.75395,99.546,0.5212,2082.0
2024-05-25 04:00:00,CGC-100A,0.28747,0.75303,98.73,0.5209,2081.0
2024-05-25 05:00:00,CGC-100A,0.28767,0.74891,99.264,0.5206,2080.0
2024-05-25 06:00:00,CGC-100A,0.28786,0.75091,99.093,0.5202,2079.0
2024-05-25 07:00:00,CGC-100A,0.28806,0.75749,99.285,0.5199,2078.0
2024-05-25 08:00:00,CGC-100A,0.28826,0.75131,98.648,0.5196,2077.0
2024-05-25 09:00:00,CGC-100A,0.28846,0.75089,98.541,0.5192,2076.0
2024-05-25 10:00:00,CGC-100A,0.28866,0.74663,100.205,0.5189,2075.0
2024-05-25 11:00:00,CGC-100A,0.28886,0.75537,99.988,0.5186,2074.0
2024-05-25 12:00:00,CGC-100A,0.28905,0.75316,100.536,0.5183,2073.0
2024-05-25 13:00:00,CGC-100A,0.28925,0.74867,100.308,0.5179,2072.0
2024-05-25 14:00:00,CGC-100A,0.28944,0.75139,100.032,0.5176,2071.0
2024-05-25 15:00:00,CGC-100A,0.28965,0.74957,102.466,0.5173,2070.0
2024-05-25 16:00:00,CGC-100A,0.28986,0.75191,101.459,0.5169,2069.0
2024-05-25 17:00:00,CGC-100A,0.29008,0.75155,100.582,0.5165,2068.0
2024-05-25 18:00:00,CGC-100A,0.29029,0.74743,99.959,0.5162,2067.0
2024-05-25 19:00:00,CGC-100A,0.2905,0.75444,99.985,0.5158,2066.0
2024-05-25 20:00:00,CGC-100A,0.2907,0.74763,101.521,0.5155,2065.0
2024-05-25 21:00:00,CGC-100A,0.2909,0.74834,99.394,0.5152,2064.0
2024-05-25 22:00:00,CGC-100A,0.2911,0.754,99.198,0.5148,2063.0
2024-05-25 23:00:00,CGC-100A,0.2913,0.74989,99.773,0.5145,2062.0
2024-05-26 00:00:00,CGC-100A,0.29151,0.75007,99.816,0.5142,2061.0
2024-05-26 01:00:00,CGC-100A,0.2917,0.75486,99.084,0.5138,2060.0
2024-05-26 02:00:00,CGC-100A,0.2919,0.75135,100.574,0.5135,2059.0
2024-05-26 03:00:00,CGC-100A,0.2921,0.74728,100.484,0.5132,2058.0
2024-05-26 04:00:00,CGC-100A,0.29229,0.74808,100.384,0.5128,2057.0
2024-05-26 05:00:00,CGC-100A,0.29249,0.75349,101.932,0.5125,2056.0
2024-05-26 06:00:00,CGC-100A,0.29268,0.75135,100.922,0.5122,2055.0
2024-05-26 07:00:00,CGC-100A,0.29289,0.74914,102.327,0.5119,2054.0
2024-05-26 08:00:00,CGC-100A,0.29308,0.75061,99.932,0.5115,2053.0
2024-05-26 09:00:00,CGC-100A,0.29328,0.75329,99.587,0.5112,2052.0
2024-05-26 10:00:00,CGC-100A,0.29349,0.74812,99.498,0.5108,2051.0
2024-05-26 11:00:00,CGC-100A,0.29369,0.74782,99.994,0.5105,2050.0
2024-05-26 12:00:00,CGC-100A,0.29388,0.75207,100.951,0.5102,2049.0
2024-05-26 13:00:00,CGC-100A,0.29408,0.74868,101.682,0.5099,2048.0
2024-05-26 14:00:00,CGC-100A,0.29428,0.74986,102.49,0.5095,2047.0
2024-05-26 15:00:00,CGC-100A,0.29447,0.74794,102.154,0.5092,2046.0
2024-05-26 16:00:00,CGC-100A,0.29467,0.74592,100.943,0.5089,2045.0
2024-05-26 17:00:00,CGC-100A,0.29487,0.75186,100.728,0.5086,2044.0
2024-05-26 18:00:00,CGC-100A,0.29507,0.75182,99.971,0.5082,2043.0
2024-05-26 19:00:00,CGC-100A,0.29527,0.74545,99.968,0.5079,2042.0
2024-05-26 20:00:00,CGC-100A,0.29546,0.75211,99.353,0.5076,2041.0
2024-05-26 21:00:00,CGC-100A,0.29566,0.74823,100.338,0.5072,2040.0
2024-05-26 22:00:00,CGC-100A,0.29587,0.74858,100.34,0.5069,2039.0
2024-05-26 23:00:00,CGC-100A,0.29608,0.75245,101.002,0.5065,2038.0
2024-05-27 00:00:00,CGC-100A,0.2963,0.75353,101.994,0.5062,2037.0
2024-05-27 01:00:00,CGC-100A,0.29651,0.75329,102.579,0.5058,2036.0
2024-05-27 02:00:00,CGC-100A,0.29672,0.75151,100.497,0.5055,2035.0
2024-05-27 03:00:00,CGC-100A,0.29694,0.74566,101.987,0.5051,2034.0
2024-05-27 04:00:00,CGC-100A,0.29715,0.74473,100.822,0.5047,2033.0
2024-05-27 05:00:00,CGC-100A,0.29736,0.75208,101.282,0.5044,2032.0
2024-05-27 06:00:00,CGC-100A,0.29758,0.74508,101.236,0.504,2031.0
2024-05-27 07:00:00,CGC-100A,0.2978,0.75289,100.875,0.5037,2030.0
2024-05-27 08:00:00,CGC-100A,0.29801,0.75215,101.367,0.5033,2029.0
2024-05-27 09:00:00,CGC-100A,0.29823,0.74733,101.172,0.503,2028.0
2024-05-27 10:00:00,CGC-100A,0.29845,0.75038,101.033,0.5026,2027.0
2024-05-27 11:00:00,CGC-100A,0.29867,0.7481,101.338,0.5022,2026.0
2024-05-27 12:00:00,CGC-100A,0.2989,0.75018,100.633,0.5018,2025.0
2024-05-27 13:00:00,CGC-100A,0.29912,0.75131,100.504,0.5015,2024.0
2024-05-27 14:00:00,CGC-100A,0.29934,0.74929,99.149,0.5011,2023.0
2024-05-27 15:00:00,CGC-100A,0.29956,0.75443,99.834,0.5007,2022.0
2024-05-27 16:00:00,CGC-100A,0.29978,0.75258,100.714,0.5004,2021.0
2024-05-27 17:00:00,CGC-100A,0.29999,0.74916,99.344,0.5,2020.0
2024-05-27 18:00:00,CGC-100A,0.3002,0.74449,99.908,0.4997,2019.0
2024-05-27 19:00:00,CGC-100A,0.30041,0.75266,100.146,0.4993,2018.0
2024-05-27 20:00:00,CGC-100A,0.30062,0.74569,100.097,0.499,2017.0
2024-05-27 21:00:00,CGC-100A,0.30083,0.74615,101.625,0.4986,2016.0
2024-05-27 22:00:00,CGC-100A,0.30103,0.75054,100.897,0.4983,2015.0
2024-05-27 23:00:00,CGC-100A,0.30124,0.74473,101.609,0.4979,2014.0
2024-05-28 00:00:00,CGC-100A,0.30145,0.75389,100.828,0.4976,2013.0
2024-05-28 01:00:00,CGC-100A,0.30164,0.74648,101.208,0.4973,2012.0
2024-05-28 02:00:00,CGC-100A,0.30184,0.74954,101.079,0.4969,2011.0
2024-05-28 03:00:00,CGC-100A,0.30204,0.75291,101.308,0.4966,2010.0
2024-05-28 04:00:00,CGC-100A,0.30223,0.74568,100.446,0.4963,2009.0
2024-05-28 05:00:00,CGC-100A,0.30244,0.74968,101.202,0.4959,2008.0
2024-05-28 06:00:00,CGC-100A,0.30265,0.74485,100.945,0.4956,2007.0
2024-05-28 07:00:00,CGC-100A,0.30286,0.75019,100.793,0.4952,2006.0
2024-05-28 08:00:00,CGC-100A,0.30307,0.74477,101.14,0.4949,2005.0
2024-05-28 09:00:00,CGC-100A,0.30328,0.74952,102.0,0.4945,2004.0
2024-05-28 10:00:00,CGC-100A,0.30349,0.74991,100.49,0.4942,2003.0
2024-05-28 11:00:00,CGC-100A,0.30372,0.75305,100.363,0.4938,2002.0
2024-05-28 12:00:00,CGC-100A,0.30393,0.74817,100.005,0.4934,2001.0
2024-05-28 13:00:00,CGC-100A,0.30414,0.7436,100.257,0.4931,2000.0
2024-05-28 14:00:00,CGC-100A,0.30436,0.74848,100.076,0.4927,1999.0
2024-05-28 15:00:00,CGC-100A,0.30457,0.74606,98.902,0.4924,1998.0
2024-05-28 16:00:00,CGC-100A,0.30478,0.75028,100.293,0.492,1997.0
2024-05-28 17:00:00,CGC-100A,0.30499,0.74881,100.917,0.4917,1996.0
2024-05-28 18:00:00,CGC-100A,0.30519,0.75028,99.714,0.4914,1995.0
2024-05-28 19:00:00,CGC-100A,0.3054,0.74689,100.872,0.491,1994.0
2024-05-28 20:00:00,CGC-100A,0.30561,0.746,102.087,0.4906,1993.0
2024-05-28 21:00:00,CGC-100A,0.30581,0.75157,101.067,0.4903,1992.0
2024-05-28 22:00:00,CGC-100A,0.30602,0.74941,101.463,0.49,1991.0
2024-05-28 23:00:00,CGC-100A,0.30621,0.74611,101.197,0.4896,1990.0
2024-05-29 00:00:00,CGC-100A,0.30641,0.74022,102.255,0.4893,1989.0
2024-05-29 01:00:00,CGC-100A,0.30661,0.74286,100.968,0.489,1988.0
2024-05-29 02:00:00,CGC-100A,0.3068,0.7478,101.257,0.4887,1987.0
2024-05-29 03:00:00,CGC-100A,0.30699,0.74486,100.576,0.4883,1986.0
2024-05-29 04:00:00,CGC-100A,0.30719,0.74614,100.29,0.488,1985.0
2024-05-29 05:00:00,CGC-100A,0.30741,0.74896,100.872,0.4876,1984.0
2024-05-29 06:00:00,CGC-100A,0.30762,0.74622,101.198,0.4873,1983.0
2024-05-29 07:00:00,CGC-100A,0.30783,0.75039,101.558,0.4869,1982.0
2024-05-29 08:00:00,CGC-100A,0.30804,0.7456,100.444,0.4866,1981.0
2024-05-29 09:00:00,CGC-100A,0.30825,0.74205,101.708,0.4863,1980.0
2024-05-29 10:00:00,CGC-100A,0.30845,0.75105,100.541,0.4859,1979.0
2024-05-29 11:00:00,CGC-100A,0.30865,0.75034,101.115,0.4856,1978.0
2024-05-29 12:00:00,CGC-100A,0.30886,0.74582,100.148,0.4852,1977.0
2024-05-29 13:00:00,CGC-100A,0.30906,0.74343,101.228,0.4849,1976.0
2024-05-29 14:00:00,CGC-100A,0.30925,0.74144,100.28,0.4846,1975.0
2024-05-29 15:00:00,CGC-100A,0.30945,0.7472,100.2,0.4843,1974.0
2024-05-29 16:00:00,CGC-100A,0.30965,0.74998,99.907,0.4839,1973.0
2024-05-29 17:00:00,CGC-100A,0.30984,0.74541,100.566,0.4836,1972.0
2024-05-29 18:00:00,CGC-100A,0.31004,0.75069,99.616,0.4833,1971.0
2024-05-29 19:00:00,CGC-100A,0.31024,0.74349,99.908,0.4829,1970.0
2024-05-29 20:00:00,CGC-100A,0.31045,0.74658,99.367,0.4826,1969.0
2024-05-29 21:00:00,CGC-100A,0.31065,0.7437,99.044,0.4822,1968.0
2024-05-29 22:00:00,CGC-100A,0.31087,0.74945,99.168,0.4819,1967.0
2024-05-29 23:00:00,CGC-100A,0.31107,0.74964,99.033,0.4816,1966.0
2024-05-30 00:00:00,CGC-100A,0.31129,0.74569,99.463,0.4812,1965.0
2024-05-30 01:00:00,CGC-100A,0.31152,0.74259,99.957,0.4808,1964.0
2024-05-30 02:00:00,CGC-100A,0.31173,0.74291,100.35,0.4804,1963.0
2024-05-30 03:00:00,CGC-100A,0.31195,0.74896,100.329,0.4801,1962.0
2024-05-30 04:00:00,CGC-100A,0.31218,0.74657,100.367,0.4797,1961.0
2024-05-30 05:00:00,CGC-100A,0.3124,0.75034,100.96,0.4793,1960.0
2024-05-30 06:00:00,CGC-100A,0.31261,0.7435,100.984,0.479,1959.0
2024-05-30 07:00:00,CGC-100A,0.31281,0.74125,101.456,0.4786,1958.0
2024-05-30 08:00:00,CGC-100A,0.31302,0.74534,101.402,0.4783,1957.0
2024-05-30 09:00:00,CGC-100A,0.31322,0.74905,101.138,0.478,1956.0
2024-05-30 10:00:00,CGC-100A,0.31342,0.74636,101.865,0.4776,1955.0
2024-05-30 11:00:00,CGC-100A,0.31362,0.74319,101.385,0.4773,1954.0
2024-05-30 12:00:00,CGC-100A,0.31381,0.74417,101.242,0.477,1953.0
2024-05-30 13:00:00,CGC-100A,0.31401,0.74849,100.841,0.4767,1952.0
2024-05-30 14:00:00,CGC-100A,0.31421,0.74456,100.068,0.4763,1951.0
2024-05-30 15:00:00,CGC-100A,0.31442,0.74121,101.085,0.476,1950.0
2024-05-30 16:00:00,CGC-100A,0.31463,0.74136,100.917,0.4756,1949.0
2024-05-30 17:00:00,CGC-100A,0.31484,0.74369,99.854,0.4753,1948.0
2024-05-30 18:00:00,CGC-100A,0.31506,0.74909,100.224,0.4749,1947.0
2024-05-30 19:00:00,CGC-100A,0.31528,0.74729,100.03,0.4745,1946.0
2024-05-30 20:00:00,CGC-100A,0.3155,0.74368,100.214,0.4742,1945.0
2024-05-30 21:00:00,CGC-100A,0.31571,0.74471,99.76,0.4738,1944.0
2024-05-30 22:00:00,CGC-100A,0.31592,0.7451,99.465,0.4735,1943.0
2024-05-30 23:00:00,CGC-100A,0.31612,0.74788,99.464,0.4731,1942.0
2024-05-31 00:00:00,CGC-100A,0.31633,0.75154,99.156,0.4728,1941.0
2024-05-31 01:00:00,CGC-100A,0.31653,0.74146,99.286,0.4725,1940.0
2024-05-31 02:00:00,CGC-100A,0.31672,0.74547,100.285,0.4721,1939.0
2024-05-31 03:00:00,CGC-100A,0.31693,0.74972,100.715,0.4718,1938.0
2024-05-31 04:00:00,CGC-100A,0.31713,0.73985,100.231,0.4714,1937.0
2024-05-31 05:00:00,CGC-100A,0.31733,0.74907,100.055,0.4711,1936.0
2024-05-31 06:00:00,CGC-100A,0.31754,0.74485,100.526,0.4708,1935.0
2024-05-31 07:00:00,CGC-100A,0.31774,0.74995,99.434,0.4704,1934.0
2024-05-31 08:00:00,CGC-100A,0.31795,0.74783,99.352,0.4701,1933.0
2024-05-31 09:00:00,CGC-100A,0.31815,0.74279,99.284,0.4698,1932.0
2024-05-31 10:00:00,CGC-100A,0.31836,0.75018,100.078,0.4694,1931.0
2024-05-31 11:00:00,CGC-100A,0.31856,0.73697,100.568,0.4691,1930.0
2024-05-31 12:00:00,CGC-100A,0.31879,0.74408,101.248,0.4687,1929.0
2024-05-31 13:00:00,CGC-100A,0.31899,0.74728,100.268,0.4683,1928.0
2024-05-31 14:00:00,CGC-100A,0.31921,0.74495,100.3,0.468,1927.0
2024-05-31 15:00:00,CGC-100A,0.31942,0.74136,101.345,0.4676,1926.0
2024-05-31 16:00:00,CGC-100A,0.31964,0.73988,100.206,0.4673,1925.0
2024-05-31 17:00:00,CGC-100A,0.31986,0.74322,100.988,0.4669,1924.0
2024-05-31 18:00:00,CGC-100A,0.32007,0.74451,100.384,0.4666,1923.0
2024-05-31 19:00:00,CGC-100A,0.32026,0.74847,100.499,0.4662,1922.0
2024-05-31 20:00:00,CGC-100A,0.32045,0.74301,100.148,0.4659,1921.0
2024-05-31 21:00:00,CGC-100A,0.32063,0.74436,100.632,0.4656,1920.0
2024-05-31 22:00:00,CGC-100A,0.32082,0.74258,100.827,0.4653,1919.0
2024-05-31 23:00:00,CGC-100A,0.32101,0.74306,100.195,0.465,1918.0
2024-06-01 00:00:00,CGC-100A,0.3212,0.74825,101.224,0.4647,1917.0
2024-06-01 01:00:00,CGC-100A,0.32141,0.74361,100.985,0.4643,1916.0
2024-06-01 02:00:00,CGC-100A,0.32161,0.73834,100.552,0.464,1915.0
2024-06-01 03:00:00,CGC-100A,0.32181,0.74501,100.545,0.4637,1914.0
2024-06-01 04:00:00,CGC-100A,0.32201,0.74351,101.583,0.4633,1913.0
2024-06-01 05:00:00,CGC-100A,0.32221,0.74511,101.838,0.463,1912.0
2024-06-01 06:00:00,CGC-100A,0.32241,0.74457,101.057,0.4627,1911.0
2024-06-01 07:00:00,CGC-100A,0.32261,0.74804,100.442,0.4623,1910.0
2024-06-01 08:00:00,CGC-100A,0.32279,0.7415,99.655,0.462,1909.0
2024-06-01 09:00:00,CGC-100A,0.32299,0.74448,100.928,0.4617,1908.0
2024-06-01 10:00:00,CGC-100A,0.32318,0.74096,99.701,0.4614,1907.0
2024-06-01 11:00:00,CGC-100A,0.32339,0.74414,98.959,0.461,1906.0
2024-06-01 12:00:00,CGC-100A,0.32359,0.74803,99.457,0.4607,1905.0
2024-06-01 13:00:00,CGC-100A,0.3238,0.74473,100.198,0.4603,1904.0
2024-06-01 14:00:00,CGC-100A,0.32399,0.74271,100.199,0.46,1903.0
2024-06-01 15:00:00,CGC-100A,0.32419,0.7395,100.42,0.4597,1902.0
2024-06-01 16:00:00,CGC-100A,0.32438,0.75141,100.782,0.4594,1901.0
2024-06-01 17:00:00,CGC-100A,0.32457,0.74313,100.06,0.459,1900.0
2024-06-01 18:00:00,CGC-100A,0.32477,0.74659,99.951,0.4587,1899.0
2024-06-01 19:00:00,CGC-100A,0.32497,0.74921,99.542,0.4584,1898.0
2024-06-01 20:00:00,CGC-100A,0.32517,0.75214,99.593,0.458,1897.0
2024-06-01 21:00:00,CGC-100A,0.32537,0.74107,100.13,0.4577,1896.0
2024-06-01 22:00:00,CGC-100A,0.32558,0.74332,101.13,0.4574,1895.0
2024-06-01 23:00:00,CGC-100A,0.3258,0.74624,100.08,0.457,1894.0
2024-06-02 00:00:00,CGC-100A,0.326,0.73672,100.161,0.4567,1893.0
2024-06-02 01:00:00,CGC-100A,0.3262,0.74489,101.136,0.4563,1892.0
2024-06-02 02:00:00,CGC-100A,0.3264,0.74362,100.903,0.456,1891.0
2024-06-02 03:00:00,CGC-100A,0.3266,0.74433,100.78,0.4557,1890.0
2024-06-02 04:00:00,CGC-100A,0.3268,0.74158,100.719,0.4553,1889.0
2024-06-02 05:00:00,CGC-100A,0.32699,0.75298,101.724,0.455,1888.0
2024-06-02 06:00:00,CGC-100A,0.32719,0.747,100.95,0.4547,1887.0
2024-06-02 07:00:00,CGC-100A,0.3274,0.7408,100.19,0.4543,1886.0
2024-06-02 08:00:00,CGC-100A,0.32759,0.73857,100.774,0.454,1885.0
2024-06-02 09:00:00,CGC-100A,0.32781,0.74494,101.227,0.4537,1884.0
2024-06-02 10:00:00,CGC-100A,0.32801,0.74567,100.576,0.4533,1883.0
2024-06-02 11:00:00,CGC-100A,0.32823,0.74258,102.261,0.453,1882.0
