ts,train_id,unit,feed_mode,gas_mw,diene_ppm,ambient_temp_c,cw_supply_temp_c,throughput_tph,speed_rpm,shaft_power_kw,surge_margin_pct,recycle_valve_pct,wash_oil_rate_kgph,antifoulant_ppm,run_hours_since_wash,vib_de_um,vib_nde_um,vib_axial_um,brg_de_temp_c,brg_nde_temp_c,brg_thrust_temp_c,lube_oil_press_bar,lube_oil_temp_c,seal_gas_dp_bar,p_s1_suct_bara,p_s1_disch_bara,t_s1_suct_c,t_s1_disch_c,p_s2_suct_bara,p_s2_disch_bara,t_s2_suct_c,t_s2_disch_c,p_s3_suct_bara,p_s3_disch_bara,t_s3_suct_c,t_s3_disch_c,p_s4_suct_bara,p_s4_disch_bara,t_s4_suct_c,t_s4_disch_c,p_s5_suct_bara,p_s5_disch_bara,t_s5_suct_c,t_s5_disch_c
2024-12-26 07:00:00,CGC-100A,Ethylene Unit 100,mixed,25.964,101.3,13.05,21.17,251.8,10729.0,24519.4,20.2,5.4,153.1,6.43,467.0,23.76,19.56,13.99,65.55,67.36,69.89,2.317,41.64,0.598,1.32,2.605,35.81,85.15,2.574,5.017,30.36,78.41,4.957,9.822,31.49,81.54,9.704,19.07,30.51,80.3,18.841,37.077,31.14,81.7
2024-12-26 08:00:00,CGC-100A,Ethylene Unit 100,mixed,26.009,101.6,14.82,21.1,252.67,10683.2,24549.9,18.36,6.0,166.8,5.89,468.0,23.58,19.5,14.1,66.6,66.45,68.08,2.386,41.98,0.608,1.32,2.606,36.16,85.86,2.574,5.05,30.71,79.58,4.989,9.828,29.75,79.32,9.71,19.033,30.57,80.44,18.805,37.109,30.92,81.95
2024-12-26 09:00:00,CGC-100A,Ethylene Unit 100,mixed,25.979,103.1,11.73,21.36,259.31,10744.1,25251.6,20.53,5.6,143.5,6.14,469.0,24.35,19.79,14.14,67.46,68.6,68.64,2.401,41.56,0.56,1.32,2.599,35.52,84.83,2.567,5.025,30.4,78.96,4.964,9.786,30.74,80.47,9.669,19.029,30.65,80.78,18.8,36.89,31.4,81.98
2024-12-26 10:00:00,CGC-100A,Ethylene Unit 100,mixed,25.86,110.4,14.83,21.35,253.18,10714.4,24827.3,18.56,7.2,169.4,6.34,470.0,23.58,19.65,14.17,66.02,67.75,68.64,2.327,44.46,0.507,1.32,2.612,36.46,85.93,2.581,5.041,31.19,79.35,4.981,9.737,30.82,79.51,9.621,18.956,30.94,80.81,18.728,36.76,31.79,82.05
2024-12-26 11:00:00,CGC-100A,Ethylene Unit 100,mixed,26.025,110.3,16.11,21.57,254.9,10758.4,24659.8,18.78,6.4,155.7,6.17,471.0,23.63,20.05,14.3,69.83,68.38,69.94,2.347,42.69,0.551,1.32,2.591,36.43,85.35,2.56,5.029,30.82,79.43,4.969,9.732,30.98,79.91,9.615,18.982,30.94,81.04,18.755,36.701,30.08,79.9
2024-12-26 12:00:00,CGC-100A,Ethylene Unit 100,mixed,25.968,109.2,12.92,21.96,253.57,10695.0,24698.1,19.41,4.9,169.7,6.11,472.0,23.81,19.71,14.1,66.43,66.04,67.96,2.375,42.03,0.557,1.32,2.605,35.93,85.39,2.574,5.036,31.23,79.78,4.975,9.77,31.04,80.39,9.652,19.018,31.5,81.73,18.79,36.982,30.59,81.15
2024-12-26 13:00:00,CGC-100A,Ethylene Unit 100,mixed,26.001,107.5,13.74,21.88,259.42,10718.7,25408.6,19.33,7.7,162.7,6.32,473.0,23.78,19.52,14.5,66.85,65.77,67.85,2.344,42.51,0.575,1.32,2.592,36.11,85.47,2.561,5.028,30.32,79.25,4.967,9.833,30.6,80.78,9.715,19.086,31.34,81.59,18.857,37.131,30.25,81.08
2024-12-26 14:00:00,CGC-100A,Ethylene Unit 100,mixed,26.109,108.6,13.35,23.27,257.04,10700.0,24998.3,17.71,5.8,157.6,4.87,474.0,24.03,19.7,13.87,65.1,65.83,68.38,2.485,41.29,0.489,1.32,2.603,36.36,85.71,2.572,4.996,32.54,80.62,4.936,9.727,32.67,82.43,9.611,18.988,31.94,82.34,18.76,37.059,33.42,84.63
2024-12-26 15:00:00,CGC-100A,Ethylene Unit 100,mixed,26.182,111.2,13.44,21.82,253.06,10690.2,24564.8,18.69,6.6,151.1,5.78,475.0,23.59,21.04,14.35,66.32,68.06,68.53,2.444,43.05,0.576,1.32,2.614,35.86,85.17,2.582,5.079,30.51,78.99,5.018,9.902,31.46,80.87,9.783,18.993,30.84,79.42,18.765,36.723,31.43,81.29
2024-12-26 16:00:00,CGC-100A,Ethylene Unit 100,mixed,26.22,110.7,14.31,22.37,253.36,10739.4,24611.9,19.23,5.7,144.8,5.16,476.0,23.77,19.53,13.88,66.79,65.83,68.35,2.406,43.27,0.574,1.32,2.578,35.32,83.58,2.547,5.043,31.25,80.44,4.983,9.843,32.75,82.55,9.725,19.126,31.31,81.08,18.897,37.119,31.74,82.04
2024-12-26 17:00:00,CGC-100A,Ethylene Unit 100,mixed,26.289,111.7,14.03,20.46,254.2,10710.1,24518.8,18.38,6.9,160.9,5.22,477.0,23.67,19.71,13.86,65.82,68.48,67.99,2.368,42.63,0.534,1.32,2.58,37.11,85.69,2.549,5.012,29.59,77.98,4.951,9.702,29.71,78.38,9.586,18.914,30.07,79.89,18.687,37.007,30.22,80.91
2024-12-26 18:00:00,CGC-100A,Ethylene Unit 100,mixed,26.166,113.4,10.9,23.3,253.78,10700.8,24707.9,17.94,4.2,141.7,6.19,478.0,23.56,20.3,13.99,67.23,66.5,69.07,2.348,40.9,0.555,1.32,2.594,35.97,84.91,2.563,5.025,32.83,81.62,4.964,9.713,33.4,82.65,9.596,18.95,32.62,83.04,18.722,36.82,31.72,82.21
2024-12-26 19:00:00,CGC-100A,Ethylene Unit 100,mixed,26.277,114.3,16.84,21.54,255.77,10750.8,24601.9,19.91,4.1,160.5,5.96,479.0,23.86,20.14,14.25,66.25,66.55,68.85,2.457,42.52,0.484,1.32,2.593,35.6,84.68,2.562,5.066,30.54,79.88,5.005,9.772,30.77,79.68,9.654,18.969,30.68,80.62,18.741,36.729,31.12,81.49
2024-12-26 20:00:00,CGC-100A,Ethylene Unit 100,mixed,26.234,113.2,13.35,22.0,253.57,10728.2,24265.3,18.68,6.7,154.6,5.36,480.0,24.7,19.79,14.4,65.89,68.3,65.79,2.393,42.08,0.573,1.32,2.57,36.65,85.17,2.539,4.974,30.76,79.34,4.914,9.618,30.82,79.88,9.502,18.578,31.46,81.08,18.355,35.951,32.06,82.49
2024-12-26 21:00:00,CGC-100A,Ethylene Unit 100,mixed,26.117,112.2,12.86,20.38,253.26,10713.2,24475.4,19.03,5.1,158.2,6.11,481.0,23.65,19.55,13.95,67.31,68.31,68.15,2.399,42.0,0.582,1.32,2.584,35.78,84.62,2.553,5.008,29.87,78.43,4.948,9.684,30.25,79.25,9.568,18.917,29.4,79.6,18.69,36.645,30.2,80.42
2024-12-26 22:00:00,CGC-100A,Ethylene Unit 100,mixed,26.165,112.4,13.24,21.95,253.35,10684.3,24426.8,18.08,7.1,175.6,6.54,482.0,23.89,19.9,14.06,65.64,66.51,68.98,2.364,42.11,0.571,1.32,2.597,35.88,85.03,2.566,5.032,31.82,80.61,4.972,9.718,30.94,79.85,9.601,18.826,32.36,82.3,18.6,36.356,31.05,81.08
2024-12-26 23:00:00,CGC-100A,Ethylene Unit 100,mixed,25.969,116.0,13.24,23.36,256.23,10689.4,25162.7,20.99,5.0,161.1,5.47,483.0,23.68,20.31,14.3,67.29,68.04,66.77,2.384,41.64,0.576,1.32,2.59,36.11,85.49,2.559,5.038,31.91,81.4,4.978,9.789,33.84,84.1,9.672,19.046,32.2,82.86,18.818,37.125,33.31,84.87
2024-12-27 00:00:00,CGC-100A,Ethylene Unit 100,mixed,26.106,114.0,12.92,20.39,253.65,10743.1,24504.0,18.32,6.7,143.6,4.52,484.0,23.79,20.06,13.92,67.7,65.71,66.83,2.393,42.14,0.529,1.32,2.582,35.05,83.48,2.551,5.007,29.52,77.9,4.947,9.709,30.11,79.08,9.593,18.824,29.94,79.42,18.598,36.561,28.82,78.81
2024-12-27 01:00:00,CGC-100A,Ethylene Unit 100,mixed,25.897,113.8,11.5,20.88,253.87,10702.7,24646.3,17.96,6.4,168.0,5.96,485.0,23.85,19.68,13.93,66.54,67.42,68.4,2.451,42.25,0.539,1.32,2.597,35.75,85.05,2.566,5.044,31.14,80.17,4.983,9.818,30.45,80.08,9.7,18.93,30.59,80.04,18.703,36.824,29.44,79.96
2024-12-27 02:00:00,CGC-100A,Ethylene Unit 100,mixed,25.875,116.8,17.21,21.59,252.62,10676.3,24709.9,18.4,6.4,162.1,5.43,486.0,23.8,20.29,13.93,65.4,65.51,67.98,2.471,41.82,0.559,1.32,2.578,36.29,85.14,2.547,5.011,30.99,80.08,4.951,9.663,30.53,79.47,9.547,18.887,31.06,81.7,18.66,36.587,31.71,82.31
2024-12-27 03:00:00,CGC-100A,Ethylene Unit 100,mixed,25.754,115.2,11.3,19.79,256.42,10709.4,24957.4,18.76,7.3,141.7,5.47,487.0,24.09,19.59,14.22,66.15,64.92,71.05,2.468,42.31,0.539,1.32,2.578,36.24,84.92,2.547,4.999,29.36,77.84,4.939,9.729,29.07,78.32,9.612,18.922,28.49,78.15,18.695,36.564,29.37,79.22
2024-12-27 04:00:00,CGC-100A,Ethylene Unit 100,mixed,25.827,114.3,13.75,21.17,257.68,10692.1,25323.1,18.5,6.9,163.4,6.08,488.0,23.8,19.68,14.61,66.64,67.62,70.51,2.367,42.45,0.521,1.32,2.574,35.82,84.15,2.543,5.036,30.9,80.18,4.976,9.777,30.49,79.64,9.66,19.099,30.88,81.13,18.87,36.828,30.95,80.73
2024-12-27 05:00:00,CGC-100A,Ethylene Unit 100,mixed,25.788,114.8,14.72,22.24,253.26,10662.5,24984.3,18.73,6.1,156.8,5.31,489.0,23.74,19.96,13.94,67.88,66.99,67.59,2.422,42.78,0.521,1.32,2.596,35.58,84.47,2.565,5.04,31.96,80.77,4.98,9.786,31.82,81.14,9.669,18.986,32.35,82.23,18.758,36.786,31.86,82.12
2024-12-27 06:00:00,CGC-100A,Ethylene Unit 100,mixed,25.712,115.5,14.34,22.06,254.49,10706.4,24883.4,17.95,6.8,162.3,5.71,490.0,23.84,19.76,14.03,66.16,66.3,70.09,2.439,43.13,0.562,1.32,2.593,35.1,83.83,2.561,4.975,30.96,78.68,4.915,9.631,30.07,78.87,9.515,18.622,30.94,80.33,18.398,36.256,31.59,82.19
2024-12-27 07:00:00,CGC-100A,Ethylene Unit 100,mixed,25.751,115.2,11.8,19.86,248.91,10693.1,24306.1,18.5,5.3,167.9,6.35,491.0,23.63,20.2,14.57,68.43,65.09,67.96,2.397,40.34,0.544,1.32,2.595,34.01,82.41,2.564,5.027,29.06,76.99,4.967,9.821,29.53,78.72,9.703,19.096,29.26,78.59,18.867,37.248,29.16,79.27
2024-12-27 08:00:00,CGC-100A,Ethylene Unit 100,mixed,25.687,112.8,12.26,22.03,254.63,10717.8,24948.0,19.21,5.7,154.2,6.61,492.0,24.75,19.52,14.6,65.36,65.15,70.98,2.412,40.76,0.562,1.32,2.591,35.58,84.32,2.56,5.019,31.45,79.97,4.959,9.719,31.65,80.69,9.602,18.867,31.37,81.13,18.64,36.425,31.3,81.16
2024-12-27 09:00:00,CGC-100A,Ethylene Unit 100,mixed,25.797,112.7,14.04,22.66,254.62,10664.7,25210.8,19.29,5.8,157.9,6.18,493.0,23.73,19.83,14.03,67.0,68.45,71.09,2.426,42.78,0.61,1.32,2.599,36.4,85.89,2.568,5.074,33.13,82.91,5.013,9.863,32.13,81.94,9.745,19.151,32.26,82.56,18.921,37.414,31.55,82.79
2024-12-27 10:00:00,CGC-100A,Ethylene Unit 100,mixed,25.871,110.5,13.62,21.61,250.77,10708.9,24571.8,18.4,3.3,157.8,5.39,494.0,23.53,20.21,14.05,68.07,65.38,69.23,2.299,42.91,0.569,1.32,2.585,36.7,85.72,2.554,5.007,31.31,80.07,4.947,9.715,31.26,80.69,9.599,18.713,31.01,80.37,18.488,36.466,31.04,81.9
2024-12-27 11:00:00,CGC-100A,Ethylene Unit 100,mixed,25.988,108.2,9.91,20.85,255.01,10736.4,24974.9,18.39,6.5,161.5,6.48,495.0,24.36,19.71,14.49,65.35,66.92,71.4,2.427,40.33,0.502,1.32,2.599,35.13,84.08,2.568,5.037,30.68,79.16,4.976,9.757,30.02,78.89,9.64,19.076,31.17,81.51,18.847,36.981,30.16,80.22
2024-12-27 12:00:00,CGC-100A,Ethylene Unit 100,mixed,26.148,108.9,13.58,21.56,253.26,10725.9,24560.4,18.56,6.5,179.0,6.33,496.0,24.09,19.86,13.97,66.73,66.59,69.61,2.395,40.94,0.535,1.32,2.59,36.98,85.74,2.559,5.071,30.73,79.8,5.01,9.865,32.47,81.85,9.747,19.244,30.96,80.86,19.013,37.074,30.88,80.33
2024-12-27 13:00:00,CGC-100A,Ethylene Unit 100,mixed,26.187,109.9,11.45,20.32,255.99,10666.1,24744.4,19.49,6.7,145.9,6.65,497.0,24.13,19.9,14.22,67.2,67.42,68.15,2.54,42.66,0.563,1.32,2.59,34.87,83.91,2.559,5.018,30.06,78.78,4.958,9.717,30.33,79.62,9.601,18.996,29.64,80.11,18.768,36.902,30.85,81.59
2024-12-27 14:00:00,CGC-100A,Ethylene Unit 100,mixed,26.271,107.9,12.91,20.94,251.9,10692.4,24277.4,19.84,7.0,146.7,6.61,498.0,23.7,19.9,14.2,66.02,65.87,66.39,2.4,42.25,0.563,1.32,2.604,35.29,84.7,2.573,5.056,30.9,79.83,4.995,9.855,29.54,79.09,9.736,19.058,30.27,79.88,18.829,36.891,30.52,80.79
2024-12-27 15:00:00,CGC-100A,Ethylene Unit 100,mixed,26.333,107.2,12.5,21.99,255.4,10672.4,24715.7,18.94,4.7,156.9,5.25,499.0,24.01,19.72,13.94,66.44,67.17,68.68,2.455,42.05,0.555,1.32,2.6,36.31,85.7,2.568,5.054,31.74,80.87,4.994,9.83,30.53,80.04,9.712,19.053,31.59,81.54,18.824,36.878,31.41,81.78
2024-12-27 16:00:00,CGC-100A,Ethylene Unit 100,mixed,26.254,108.2,15.23,21.75,249.82,10662.5,24454.6,18.7,6.6,162.7,5.4,500.0,24.28,19.99,14.14,68.75,66.94,68.8,2.371,42.36,0.536,1.32,2.623,37.02,87.54,2.591,5.122,30.96,80.6,5.06,9.936,31.96,81.79,9.817,19.331,30.56,80.96,19.099,37.638,31.36,82.52
2024-12-27 17:00:00,CGC-100A,Ethylene Unit 100,mixed,26.303,110.2,14.69,21.48,248.17,10655.9,23887.0,17.97,4.1,144.8,6.22,501.0,23.52,20.67,14.45,65.97,67.11,67.33,2.373,42.35,0.533,1.32,2.595,35.67,84.87,2.564,5.059,30.9,80.15,4.998,9.797,30.06,79.21,9.68,19.058,30.89,81.06,18.829,36.992,30.46,80.95
2024-12-27 18:00:00,CGC-100A,Ethylene Unit 100,mixed,26.103,111.5,13.88,21.53,253.11,10706.6,24563.3,19.57,5.3,149.5,6.21,502.0,24.64,20.27,14.15,66.49,66.45,71.31,2.435,41.62,0.56,1.32,2.588,35.79,84.6,2.557,4.995,31.06,79.34,4.935,9.731,30.62,80.11,9.614,18.968,30.46,80.51,18.74,36.708,30.74,80.82
2024-12-27 19:00:00,CGC-100A,Ethylene Unit 100,mixed,25.929,111.6,13.48,21.85,254.14,10740.5,24649.1,18.23,6.5,125.3,5.45,503.0,23.65,20.38,13.95,66.12,67.48,67.79,2.34,42.0,0.585,1.32,2.589,36.14,85.43,2.558,5.015,29.82,78.61,4.955,9.736,30.75,80.41,9.619,18.842,31.99,82.14,18.615,36.302,30.98,81.17
2024-12-27 20:00:00,CGC-100A,Ethylene Unit 100,mixed,25.818,112.2,13.34,21.42,251.52,10658.2,24706.2,18.44,5.7,168.8,6.75,504.0,23.7,20.16,14.54,66.76,64.82,66.93,2.435,41.48,0.524,1.32,2.603,36.41,85.66,2.572,5.018,30.54,78.55,4.958,9.717,31.15,80.15,9.601,18.903,30.99,80.87,18.677,36.81,31.02,81.54
2024-12-27 21:00:00,CGC-100A,Ethylene Unit 100,mixed,25.738,111.5,14.01,20.87,253.93,10696.3,25080.5,18.88,6.7,157.3,6.47,505.0,23.69,20.72,13.93,68.11,67.64,66.26,2.416,42.59,0.574,1.32,2.588,36.52,85.6,2.557,4.997,30.18,78.55,4.937,9.691,30.68,79.99,9.575,18.899,30.47,80.74,18.672,36.622,30.61,80.95
2024-12-27 22:00:00,CGC-100A,Ethylene Unit 100,mixed,25.703,112.2,13.32,21.89,250.35,10695.6,24883.5,18.95,4.7,158.9,6.14,506.0,23.9,20.17,14.37,66.74,68.27,68.28,2.334,43.11,0.509,1.32,2.596,36.07,85.31,2.565,5.031,31.1,79.89,4.97,9.745,31.79,81.18,9.628,18.971,31.85,82.2,18.744,37.092,31.18,82.33
2024-12-27 23:00:00,CGC-100A,Ethylene Unit 100,mixed,25.757,111.7,15.08,21.93,253.71,10693.3,24878.6,19.27,4.8,151.0,6.44,507.0,23.67,20.33,14.9,67.62,67.93,70.0,2.356,42.32,0.571,1.32,2.589,36.18,85.16,2.558,5.022,32.12,81.07,4.962,9.747,31.01,80.34,9.63,18.79,32.07,81.6,18.564,36.472,31.23,81.72
2024-12-28 00:00:00,CGC-100A,Ethylene Unit 100,mixed,25.911,110.0,14.06,21.88,252.45,10695.9,24627.3,19.17,6.8,154.4,5.97,508.0,23.99,20.11,14.43,65.74,67.36,69.52,2.358,42.35,0.539,1.32,2.583,36.57,85.51,2.552,5.022,31.25,80.3,4.962,9.773,31.72,81.46,9.656,18.956,30.68,80.54,18.728,36.371,31.73,81.45
2024-12-28 01:00:00,CGC-100A,Ethylene Unit 100,mixed,26.073,109.8,15.14,21.09,252.43,10714.8,24389.7,19.38,6.0,189.5,5.35,509.0,24.01,20.39,14.2,66.46,68.39,68.37,2.346,41.84,0.563,1.32,2.583,36.01,84.96,2.552,5.033,29.8,78.91,4.973,9.765,30.48,79.89,9.648,19.028,30.51,80.82,18.799,36.806,30.24,80.48
2024-12-28 02:00:00,CGC-100A,Ethylene Unit 100,mixed,26.117,113.3,16.44,22.14,254.12,10713.4,24732.9,18.08,6.4,160.0,5.31,510.0,24.02,19.64,14.33,66.03,66.38,67.82,2.432,43.33,0.532,1.32,2.601,35.69,85.03,2.57,5.055,31.05,80.06,4.995,9.869,31.22,81.14,9.75,19.214,31.36,81.65,18.983,37.332,31.7,82.44
2024-12-28 03:00:00,CGC-100A,Ethylene Unit 100,mixed,26.172,113.1,12.12,22.54,253.81,10670.5,24366.0,18.79,5.7,179.6,6.2,511.0,23.9,19.95,14.36,63.38,64.89,68.18,2.281,41.89,0.577,1.32,2.586,34.48,82.85,2.555,5.018,32.3,81.05,4.958,9.675,31.79,80.49,9.559,18.67,31.32,80.54,18.446,36.33,31.76,82.28
2024-12-28 04:00:00,CGC-100A,Ethylene Unit 100,mixed,26.215,113.6,13.38,21.88,252.86,10724.8,24467.4,18.93,6.1,148.6,6.3,512.0,23.91,20.09,13.98,62.9,66.8,68.57,2.401,41.74,0.558,1.32,2.588,35.78,84.83,2.557,5.036,32.14,81.49,4.976,9.751,30.89,80.19,9.634,18.932,31.94,82.18,18.705,36.857,31.09,81.97
2024-12-28 05:00:00,CGC-100A,Ethylene Unit 100,mixed,26.026,112.6,11.83,20.62,254.66,10701.4,24747.0,18.29,7.0,163.8,6.23,513.0,23.87,19.73,14.4,65.44,66.53,70.37,2.392,41.41,0.556,1.32,2.587,34.67,83.55,2.556,5.048,30.03,79.31,4.987,9.862,30.19,80.13,9.744,19.209,29.67,79.84,18.978,37.644,29.88,81.14
2024-12-28 06:00:00,CGC-100A,Ethylene Unit 100,mixed,25.948,111.6,15.22,22.48,250.55,10727.6,24496.7,19.61,5.9,159.2,5.93,514.0,23.87,20.24,14.7,69.05,66.65,68.3,2.343,41.57,0.538,1.32,2.573,36.48,84.94,2.542,4.993,31.56,80.37,4.933,9.658,32.45,81.68,9.542,18.808,32.23,82.51,18.582,36.498,32.11,82.65
2024-12-28 07:00:00,CGC-100A,Ethylene Unit 100,mixed,25.855,111.9,13.19,22.14,253.28,10699.6,24917.6,19.1,5.8,161.0,6.55,515.0,23.75,20.02,14.29,66.76,68.0,69.68,2.36,41.59,0.546,1.32,2.592,35.02,83.9,2.561,5.024,32.1,80.94,4.963,9.772,31.89,81.53,9.654,18.998,31.6,81.71,18.77,36.865,31.59,82.11
2024-12-28 08:00:00,CGC-100A,Ethylene Unit 100,mixed,25.766,107.1,12.8,20.18,253.14,10717.6,24805.0,18.87,6.2,173.2,5.77,516.0,23.9,20.01,14.49,66.65,69.12,69.08,2.459,41.7,0.584,1.32,2.587,35.38,84.07,2.556,5.037,29.33,78.0,4.976,9.817,29.26,78.55,9.7,19.151,30.69,80.82,18.921,36.956,29.71,79.37
2024-12-28 09:00:00,CGC-100A,Ethylene Unit 100,mixed,25.748,113.1,12.64,21.21,252.56,10674.7,24622.3,18.83,7.0,136.5,5.52,517.0,23.9,19.61,14.02,66.01,67.24,69.89,2.363,41.63,0.583,1.32,2.608,36.35,85.75,2.577,5.069,30.24,78.83,5.008,9.808,30.26,79.06,9.691,18.937,29.69,78.75,18.71,36.765,31.45,81.8
2024-12-28 10:00:00,CGC-100A,Ethylene Unit 100,mixed,25.648,112.7,12.99,22.62,252.49,10725.6,24984.6,18.68,6.5,159.0,5.71,518.0,23.66,19.63,14.54,65.63,67.73,69.31,2.353,41.79,0.548,1.32,2.609,35.42,84.78,2.578,5.076,32.03,81.1,5.016,9.837,31.42,80.61,9.719,19.122,32.45,82.6,18.892,36.944,32.29,82.49
2024-12-28 11:00:00,CGC-100A,Ethylene Unit 100,mixed,25.739,110.7,13.84,22.11,253.16,10720.8,24994.2,17.96,7.5,155.8,6.92,519.0,23.72,19.68,14.3,65.77,66.34,69.76,2.403,42.28,0.587,1.32,2.585,35.97,85.18,2.554,5.025,31.48,80.87,4.965,9.749,31.36,81.11,9.632,18.912,31.8,82.17,18.686,36.686,31.39,82.25
2024-12-28 12:00:00,CGC-100A,Ethylene Unit 100,mixed,25.759,110.1,14.15,20.95,254.36,10668.1,24767.8,17.94,5.3,152.7,5.72,520.0,24.02,19.76,14.02,66.57,66.96,70.54,2.339,42.27,0.532,1.32,2.59,35.56,84.59,2.559,5.015,29.97,78.52,4.954,9.65,29.49,78.03,9.535,18.763,30.59,80.66,18.538,36.712,31.01,82.23
2024-12-28 13:00:00,CGC-100A,Ethylene Unit 100,mixed,25.913,109.2,10.09,20.65,254.71,10693.8,24876.4,18.2,5.8,146.2,5.92,521.0,24.49,20.1,14.12,66.16,66.51,66.22,2.326,40.77,0.583,1.32,2.61,34.99,84.48,2.579,5.048,29.65,78.02,4.987,9.876,29.46,79.25,9.757,19.128,30.19,79.84,18.898,37.177,30.05,80.52
2024-12-28 14:00:00,CGC-100A,Ethylene Unit 100,mixed,26.063,110.9,15.45,21.52,252.2,10666.1,24617.0,18.78,8.8,167.7,5.82,522.0,24.7,20.38,14.02,65.6,66.08,68.06,2.391,41.88,0.573,1.32,2.603,35.26,84.85,2.572,5.082,30.73,80.27,5.021,9.923,30.51,80.57,9.804,19.252,31.06,81.26,19.021,37.351,30.86,81.6
2024-12-28 15:00:00,CGC-100A,Ethylene Unit 100,mixed,25.997,107.2,11.64,21.66,256.11,10700.7,25107.2,20.09,6.1,153.7,6.13,523.0,24.2,20.12,14.67,67.67,67.98,67.56,2.376,41.54,0.539,1.32,2.593,35.85,84.73,2.562,5.079,31.22,80.58,5.018,9.867,31.69,81.05,9.748,19.282,30.15,80.27,19.051,37.416,31.14,81.41
2024-12-28 16:00:00,CGC-100A,Ethylene Unit 100,mixed,26.009,106.9,14.19,20.89,256.21,10643.4,24981.1,18.8,5.5,151.9,6.48,524.0,24.36,19.81,14.58,66.69,66.82,67.16,2.421,42.66,0.54,1.32,2.585,35.24,83.96,2.554,4.994,31.05,79.51,4.934,9.744,30.3,79.96,9.628,19.01,30.79,81.07,18.782,36.924,30.23,80.62
2024-12-28 17:00:00,CGC-100A,Ethylene Unit 100,mixed,25.971,109.6,12.26,21.9,249.56,10682.2,24509.6,18.46,6.3,171.7,6.07,525.0,23.66,19.9,14.57,66.71,67.4,68.91,2.416,41.81,0.55,1.32,2.596,35.18,84.18,2.565,5.047,31.49,80.48,4.986,9.814,31.21,80.71,9.696,19.066,31.6,81.64,18.838,37.107,31.87,82.66
2024-12-28 18:00:00,CGC-100A,Ethylene Unit 100,mixed,25.853,114.2,12.76,21.08,254.3,10715.5,24805.1,17.74,4.6,162.2,6.07,526.0,23.74,19.65,13.94,65.27,66.67,69.53,2.462,41.76,0.557,1.32,2.594,35.19,84.74,2.562,5.036,30.78,80.18,4.976,9.753,29.65,79.19,9.636,18.893,30.78,81.08,18.667,36.796,30.3,81.53
2024-12-28 19:00:00,CGC-100A,Ethylene Unit 100,mixed,25.673,111.2,12.58,21.57,252.68,10714.7,25076.1,17.97,6.2,136.1,6.93,527.0,24.08,19.71,14.28,66.36,68.68,67.23,2.428,41.56,0.532,1.32,2.594,35.72,84.67,2.563,5.075,31.47,80.85,5.014,9.854,30.79,80.02,9.736,19.218,31.41,81.63,18.988,37.382,31.39,81.96
2024-12-28 20:00:00,CGC-100A,Ethylene Unit 100,mixed,25.627,111.8,11.8,20.26,254.29,10718.8,25252.2,19.23,9.5,151.3,6.08,528.0,23.81,19.95,14.23,65.28,67.38,69.91,2.505,42.57,0.515,1.32,2.615,36.37,86.39,2.583,5.071,31.01,79.99,5.011,9.836,30.08,79.45,9.718,19.235,29.74,80.26,19.004,37.616,30.07,81.22
2024-12-28 21:00:00,CGC-100A,Ethylene Unit 100,mixed,25.674,113.4,12.4,20.73,253.41,10679.2,25076.1,18.92,4.9,166.7,6.27,529.0,24.34,20.72,14.39,66.49,66.4,67.48,2.447,39.96,0.504,1.32,2.597,35.74,84.91,2.566,5.07,30.71,79.96,5.009,9.893,30.38,80.06,9.774,19.073,29.74,78.91,18.844,36.968,30.11,80.33
2024-12-28 22:00:00,CGC-100A,Ethylene Unit 100,mixed,25.677,112.4,12.95,21.04,254.41,10755.8,24936.2,20.28,5.6,167.7,6.18,530.0,24.29,19.87,14.72,65.38,66.54,68.04,2.46,42.16,0.545,1.32,2.606,34.69,84.05,2.575,5.041,30.01,78.52,4.981,9.765,29.17,78.16,9.648,18.909,30.55,80.3,18.682,36.452,29.68,79.47
2024-12-28 23:00:00,CGC-100A,Ethylene Unit 100,mixed,25.654,111.7,11.15,22.34,253.4,10715.3,25049.7,18.85,6.8,153.2,6.56,531.0,23.78,20.09,14.34,65.7,67.85,69.04,2.405,41.35,0.585,1.32,2.603,34.85,83.74,2.572,5.036,32.15,80.6,4.975,9.74,31.51,80.38,9.623,18.892,31.18,80.75,18.665,36.816,32.33,83.03
2024-12-29 00:00:00,CGC-100A,Ethylene Unit 100,mixed,25.763,108.8,13.04,21.8,255.59,10714.6,25275.6,18.79,6.1,164.1,6.4,532.0,24.26,19.99,13.93,67.45,67.73,68.53,2.476,41.79,0.557,1.32,2.599,37.13,86.82,2.568,5.084,31.01,80.69,5.023,9.864,31.61,81.3,9.746,18.986,30.5,79.91,18.758,37.131,30.9,82.23
2024-12-29 01:00:00,CGC-100A,Ethylene Unit 100,mixed,25.802,114.1,14.55,21.54,250.38,10654.7,24565.4,18.41,6.9,159.0,5.81,533.0,24.07,20.52,14.38,66.21,67.1,70.87,2.365,42.89,0.529,1.32,2.595,35.02,84.06,2.564,5.077,30.55,79.94,5.016,9.86,31.02,80.47,9.742,19.318,30.55,81.16,19.086,37.414,30.51,80.76
